,A,NKE,PKI,HOG,MSI,ED,PRU,MCHP,HBI,RF,ETR,IFF,KR,COP,PFG,ZBH,VTR,URBN,BWA,A,EXPD,APD,MAC,DISCK,YUM,MHK,ZION,MOS,PYPL,JPM,ETFC,NAVI,ROP,AMGN,GD,LMT,CVS,AEE,AMG,BF-B,MU,SWN,JNPR,FITB,CLX,CBOE,AIV,XLNX,IRM,WFC,REGN,BAC,FOXA,TWX,COTY,SYY,ORLY,MSI,MAA,MNK,ADS,SHW,NI,STX,EQR,CME,WMT,BBBY,IPG,HIG,BBT,IR,TDG,KMX,HD,SYY,FLIR,EVHC,NVDA,BEN,FLS,PFE,TGNA,DLPH,MAR,CHD,LNC,CF,BBBY,PYPL,AES,ZTS,UHS,PFE,PAYX,URI,REG,CCL,DNB,L
retainedEarnings,-126000000.0,3979000000.0,2380517000.0,1607570000.0,467000000.0,,28504000000.0,1397300000.0,850345000.0,1628000000.0,8195571000.0,3870621000.0,17007000000.0,29391000000.0,9482900000.0,10022800000.0,-2240698000.0,1310859000.0,4531000000.0,-126000000.0,2063512000.0,12846600000.0,-830279000.0,4632000000.0,-6063000000.0,6004506000.0,2807000000.0,10631100000.0,3823000000.0,177676000000.0,-317000000.0,3004000000.0,5464571000.0,-5072000000.0,26444000000.0,11573000000.0,43556000000.0,1660000000.0,3698500000.0,4470000000.0,10260000000.0,-2679000000.0,-3355800000.0,15122000000.0,2440000000.0,993300000.0,-2367073000.0,1483538000.0,-1765966000.0,145263000000.0,2946733000.0,113816000000.0,5315000000.0,-68208000000.0,-459200000.0,9447755000.0,-612840000.0,467000000.0,-784500000.0,2588600000.0,4167100000.0,5502730000.0,-1073100000.0,-4771000000.0,1403530000.0,4497200000.0,85107000000.0,11343503000.0,2093600000.0,9642000000.0,16259000000.0,8903200000.0,-3187220000.0,2047240000.0,39935000000.0,9447755000.0,1856756000.0,521200000.0,8787000000.0,12849300000.0,3503947000.0,85291000000.0,6062995000.0,7000000.0,7391000000.0,3479000000.0,8399000000.0,2443000000.0,11343503000.0,3823000000.0,-2276000000.0,2109000000.0,5353209000.0,85291000000.0,901700000.0,3005000000.0,-1158170000.0,23292000000.0,3176300000.0,16096000000.0
shortLongTermDebt,210000000.0,331000000.0,217306000.0,2400751000.0,52000000.0,1892000000.0,9780000000.0,1309900000.0,136253000.0,500000000.0,782334000.0,,3560000000.0,2575000000.0,39500000.0,1225000000.0,,,84600000.0,210000000.0,,560400000.0,,30000000.0,375000000.0,1203683000.0,4976000000.0,349600000.0,20742000000.0,210718000000.0,910000000.0,4771000000.0,800944000.0,1152000000.0,2000000.0,750000000.0,15176000000.0,1325000000.0,,460000000.0,1262000000.0,64000000.0,,4186000000.0,804000000.0,105600000.0,3839410000.0,499186000.0,146300000.0,103256000000.0,,209531000000.0,1550000000.0,5450000000.0,209100000.0,534013000.0,,52000000.0,,313700000.0,1471200000.0,634910000.0,1533200000.0,,364766000.0,,9662000000.0,,86900000.0,320000000.0,4938000000.0,1107000000.0,369041000.0,365554000.0,2761000000.0,534013000.0,,6315400000.0,15000000.0,,75599000.0,9953000000.0,646000.0,1535000000.0,398000000.0,270900000.0,450000000.0,,,20742000000.0,2164000000.0,,545619000.0,9953000000.0,,723000000.0,,2202000000.0,32500000.0,280000000.0
shortTermInvestments,,2371000000.0,,,,,6775000000.0,1295300000.0,,,,,,3772000000.0,,,106898000.0,165125000.0,,,,404000000.0,,,,,,,2812000000.0,,,,,37878000000.0,,,111000000.0,,,,319000000.0,,1026100000.0,2753000000.0,,47300000.0,,1268242000.0,,,596847000.0,11153000000.0,,,,,,,,,,,,,,,,378039000.0,,2270000000.0,,,,,,,,,3106000000.0,1393600000.0,,18650000000.0,,,,,,,378039000.0,2812000000.0,424000000.0,,,18650000000.0,138800000.0,,,,,4646000000.0
stockOptionWarrants,,,,,,,,,,,203185000.0,,,,101300000.0,,158490000.0,,,,,,,413000000.0,,29463000.0,,,,,,,,,,,,,811900000.0,,21000000.0,,,,,9400000.0,101537000.0,,91418000.0,,,,694000000.0,35000000.0,551100000.0,,,,10408000.0,,,,,,366955000.0,,,,252100000.0,,,,,,,,,,,1941900000.0,,,,,,,,,,,,,6702000.0,,,,,,,
totalAssets,8426000000.0,23259000000.0,6091463000.0,9972672000.0,8208000000.0,48111000000.0,831921000000.0,8257200000.0,6894775000.0,124294000000.0,45904434000.0,4598926000.0,37197000000.0,73362000000.0,253941200000.0,25964500000.0,23954541000.0,1952780000.0,9787600000.0,8426000000.0,3117008000.0,18467200000.0,9605862000.0,22555000000.0,5311000000.0,12094853000.0,66288000000.0,18633400000.0,40774000000.0,2533600000000.0,63365000000.0,114991000000.0,14316413000.0,79954000000.0,35046000000.0,46521000000.0,95131000000.0,25945000000.0,8702100000.0,4625000000.0,35336000000.0,7521000000.0,9833800000.0,142193000000.0,4573000000.0,5265700000.0,6079040000.0,5055687000.0,10972402000.0,1951757000000.0,8764286000.0,2281234000000.0,50724000000.0,69209000000.0,22548200000.0,17756655000.0,7571885000.0,8208000000.0,11491919000.0,15280900000.0,30684800000.0,19958427000.0,19961700000.0,9268000000.0,20570599000.0,75791200000.0,204522000000.0,7040806000.0,12695200000.0,225260000000.0,221642000000.0,18173300000.0,9975661000.0,17486272000.0,44529000000.0,17756655000.0,2810026000.0,16572600000.0,11241000000.0,17534000000.0,4910474000.0,171797000000.0,4962115000.0,3793000000.0,23948000000.0,6014800000.0,281763000000.0,13463000000.0,7040806000.0,40774000000.0,33112000000.0,8586000000.0,10761828000.0,171797000000.0,6833700000.0,15030000000.0,11145717000.0,40778000000.0,2480900000.0,79586000000.0
totalCurrentAssets,4169000000.0,16061000000.0,1199955000.0,3884742000.0,3950000000.0,3537000000.0,,3356300000.0,3386370000.0,,3684268000.0,1896544000.0,11117000000.0,16512000000.0,,4515300000.0,,978757000.0,3543200000.0,4169000000.0,2541452000.0,5876700000.0,,9991000000.0,2507000000.0,4072967000.0,,4616500000.0,32645000000.0,,,,1759402000.0,49476000000.0,18328000000.0,17461000000.0,31229000000.0,1612000000.0,,2351000000.0,12457000000.0,1509000000.0,4184500000.0,,1514000000.0,434700000.0,,4144486000.0,1950315000.0,,4335030000.0,,16286000000.0,15219000000.0,3581500000.0,8033438000.0,3397672000.0,3950000000.0,,2285200000.0,24705600000.0,4465840000.0,1763300000.0,5041000000.0,,,59664000000.0,3971078000.0,7464100000.0,,,6119100000.0,2133552000.0,3061444000.0,18933000000.0,8033438000.0,1387219000.0,4744300000.0,9255000000.0,,2558745000.0,41141000000.0,636923000.0,2058000000.0,2747000000.0,1000200000.0,,1465000000.0,3971078000.0,32645000000.0,6398000000.0,4217000000.0,1798002000.0,41141000000.0,5272000000.0,1772000000.0,,1596000000.0,1093700000.0,
totalCurrentLiabilities,1263000000.0,5474000000.0,950902000.0,3158170000.0,2931000000.0,4902000000.0,,2017400000.0,1778745000.0,,3200096000.0,768768000.0,14197000000.0,9397000000.0,,3020200000.0,,360214000.0,2425200000.0,1263000000.0,1093119000.0,2489000000.0,,1871000000.0,1512000000.0,2655355000.0,,2031100000.0,22863000000.0,,,,2029409000.0,9020000000.0,13099000000.0,12637000000.0,30648000000.0,2940000000.0,,970000000.0,5334000000.0,780000000.0,1738200000.0,,1809000000.0,334000000.0,,937203000.0,1330173000.0,,1135483000.0,,7238000000.0,14077000000.0,3803600000.0,6095886000.0,3647366000.0,2931000000.0,,1050400000.0,10146700000.0,3987180000.0,3178400000.0,2626000000.0,,,78521000000.0,2165685000.0,7678200000.0,,,4828000000.0,870994000.0,1174058000.0,16194000000.0,6095886000.0,394933000.0,1395100000.0,1153000000.0,,1242908000.0,30427000000.0,325352000.0,1396000000.0,6010000000.0,935000000.0,,580000000.0,2165685000.0,22863000000.0,6028000000.0,1094000000.0,1848034000.0,30427000000.0,4725100000.0,1668000000.0,,8800000000.0,1052400000.0,
totalLiab,3595000000.0,10852000000.0,3588275000.0,8128395000.0,9950000000.0,32693000000.0,777852000000.0,4977400000.0,6208573000.0,108102000000.0,37619440000.0,2909632000.0,30266000000.0,42755000000.0,240990600000.0,14228700000.0,12929825000.0,651877000.0,6070800000.0,3595000000.0,1125150000.0,8381000000.0,5924284000.0,17532000000.0,11645000000.0,5006228000.0,58609000000.0,9015900000.0,24780000000.0,2277907000000.0,56434000000.0,111537000000.0,7452849000.0,54713000000.0,23611000000.0,47204000000.0,57440000000.0,18761000000.0,4068000000.0,3255000000.0,16694000000.0,5542000000.0,5152900000.0,125828000000.0,4031000000.0,2145700000.0,4314359000.0,2725452000.0,8583546000.0,1744821000000.0,2620208000.0,2014088000000.0,34308000000.0,40799000000.0,12682400000.0,15375139000.0,6918839000.0,9950000000.0,5141599000.0,8758900000.0,28829500000.0,16266239000.0,15641600000.0,7904000000.0,9961180000.0,53379400000.0,126653000000.0,4152178000.0,10242100000.0,211766000000.0,191994000000.0,11033000000.0,12926865000.0,14169423000.0,43075000000.0,15375139000.0,975468000.0,9216100000.0,3770000000.0,2972100000.0,3255887000.0,100489000000.0,3967074000.0,3561000000.0,20217000000.0,3796800000.0,264441000000.0,9884000000.0,4152178000.0,24780000000.0,27430000000.0,6816000000.0,5765612000.0,100489000000.0,4878400000.0,11924000000.0,4453665000.0,16562000000.0,3308200000.0,60382000000.0
totalStockholderEquity,4831000000.0,12407000000.0,2503188000.0,1844277000.0,-1742000000.0,15418000000.0,54069000000.0,3279800000.0,686202000.0,16192000000.0,8081809000.0,1684202000.0,6931000000.0,30607000000.0,12849300000.0,11735800000.0,10866226000.0,1300903000.0,3716800000.0,4831000000.0,1991858000.0,10086200000.0,3681578000.0,4610000000.0,-6334000000.0,7059162000.0,7679000000.0,9617500000.0,15994000000.0,255693000000.0,6931000000.0,3454000000.0,6863564000.0,25241000000.0,11435000000.0,-683000000.0,37691000000.0,7184000000.0,3822200000.0,1370000000.0,18621000000.0,1979000000.0,4680900000.0,16365000000.0,542000000.0,3110600000.0,1663144000.0,2330235000.0,2297438000.0,206936000000.0,6144078000.0,267146000000.0,15722000000.0,28375000000.0,9314700000.0,2381516000.0,653046000.0,-1742000000.0,6339912000.0,6522000000.0,1855300000.0,3692188000.0,4320100000.0,1364000000.0,10242464000.0,22411800000.0,77869000000.0,2888628000.0,2201000000.0,13494000000.0,29648000000.0,7140300000.0,-2951204000.0,3316849000.0,1454000000.0,2381516000.0,1834558000.0,6527100000.0,7471000000.0,12620000000.0,1654587000.0,71308000000.0,995041000.0,68000000.0,3731000000.0,2218000000.0,17322000000.0,3579000000.0,2888628000.0,15994000000.0,2465000000.0,1770000000.0,4989514000.0,71308000000.0,1955300000.0,3106000000.0,6692052000.0,24216000000.0,-827300000.0,19204000000.0
treasuryStock,,,,-687865000.0,,,-16284000000.0,-662600000.0,,-1377000000.0,-5498584000.0,-1726234000.0,-14684000000.0,-39906000000.0,-6729000000.0,-6721800000.0,-42000.0,,-1445400000.0,,,-2163500000.0,,-6737000000.0,,-215766000.0,,,-2001000000.0,-42595000000.0,,-2692000000.0,-18706000.0,,-15543000000.0,,-37765000000.0,,-663700000.0,-2843000000.0,-67000000.0,-1000000.0,,-5002000000.0,-2442000000.0,-558300000.0,,,,-29892000000.0,-316240000.0,,,-47074000000.0,-1441800000.0,-7896043000.0,,,,-1564700000.0,-5272500000.0,-4266416000.0,-95900000.0,,,,,-10467972000.0,-59000000.0,-1194000000.0,,-1719400000.0,-774721000.0,,-48196000000.0,-7896043000.0,,-4200000.0,-6650000000.0,,-2059558000.0,-89425000000.0,-5667577000.0,-371000000.0,-9418000000.0,-1782000000.0,,,-10467972000.0,-2001000000.0,-1892000000.0,-852000000.0,,-89425000000.0,,-2105000000.0,-18307000.0,-6349000000.0,-3319500000.0,-20000000.0
